user_id,signup_date,channel,campaign_cost,impressions,clicks,signups,activated,converted,monthly_revenue,months_active,lifetime_value
327,2024-02-04,Paid Search,34.35,5770,136.0,0,0,0,22.91,23.0,526.93
328,2024-07-10,Organic,130.92,4592,1946.0,1,0,0,,14.0,
329,2024-02-18,Referral,233.03,0,1697.0,0,1,0,35.63,10.0,356.3
330,2024-01-17,Email,65.06,1617,427.0,0,0,0,2.79,11.0,30.69
331,2024-06-20,Paid Social,53.4,5102,1475.0,1,0,0,71.24,8.0,569.92
332,2024-08-07,Paid Social,88.13,1456,,1,0,1,7.81,12.0,93.72
333,2024-06-06,Paid Search,144.51,3729,1873.0,0,1,0,51.36,14.0,719.04
334,2024-02-15,Referral,43.73,3728,910.0,1,0,0,59.25,14.0,829.5
335,2024-01-06,Organic,98.74,8310,818.0,1,1,1,50.2,4.0,200.8
336,2024-04-08,Paid Search,120.26,6232,140.0,0,1,1,34.6,22.0,761.2
337,2024-08-20,Paid Search,126.86,9424,1106.0,1,0,0,,18.0,
338,2024-02-06,Paid Social,31.57,6688,176.0,1,1,0,17.87,19.0,339.53000000000003
339,2024-10-06,Organic,38.08,3411,197.0,1,0,0,37.14,13.0,482.82
340,2024-12-14,Organic,89.09,6148,623.0,1,0,1,19.61,16.0,313.76
341,2024-10-28,Paid Social,,6346,1591.0,1,1,0,79.65,17.0,1354.0500000000002
342,2024-06-29,Paid Search,314.31,1087,1995.0,1,1,0,14.77,20.0,295.4
343,2024-04-04,Paid Social,29.56,3421,690.0,0,1,0,13.9,2.0,27.8
344,2024-04-08,Organic,100.63,4715,1444.0,1,0,0,12.37,1.0,12.37
345,2024-07-06,Paid Social,83.23,8465,400.0,0,0,0,16.19,0.0,0.0
346,2024-04-25,Paid Social,,3841,1721.0,0,1,0,32.6,9.0,293.40000000000003
347,2024-07-09,Organic,183.56,3152,470.0,1,0,0,49.11,18.0,883.98
348,2024-09-09,Paid Search,125.67,6674,217.0,0,0,0,43.46,16.0,695.36
349,2024-06-09,Organic,128.34,826,1948.0,1,0,0,65.95,11.0,725.45
350,2024-09-12,Organic,27.77,3860,928.0,1,0,0,86.83,0.0,0.0
351,2024-11-18,,62.56,0,1851.0,1,1,0,,11.0,
352,2024-05-07,Paid Search,86.64,1975,1752.0,0,0,0,0.77,16.0,12.32
353,2024-01-18,Email,94.83,7093,631.0,1,1,0,53.26,23.0,1224.98
354,2024-10-07,Paid Search,365.18,4133,950.0,1,0,1,9.35,2.0,18.7
355,2024-08-10,Referral,,5543,905.0,0,1,1,5.71,10.0,57.1
356,2024-02-23,Referral,,1089,174.0,1,0,1,40.7,16.0,651.2
357,2024-02-27,Paid Social,87.53,3844,22.0,1,0,0,15.41,22.0,339.02
358,2024-11-18,Paid Social,120.59,8711,1748.0,1,0,0,2.35,2.0,4.7
359,2024-12-25,Paid Search,86.87,693,1940.0,0,0,0,5.92,7.0,41.44
360,2024-06-22,Paid Search,1.37,1874,234.0,0,1,0,0.04,19.0,0.76
361,2024-10-06,Email,103.73,1035,1036.0,1,1,0,93.41,3.0,280.23
362,2024-04-23,Email,123.29,3908,1124.0,1,1,1,1.0,20.0,20.0
363,2024-10-14,,24.94,431,928.0,1,0,0,9.4,21.0,197.4
364,2024-12-07,Organic,46.32,8022,1559.0,0,0,0,21.53,6.0,129.18
365,2024-05-30,Referral,79.35,2802,1899.0,1,0,1,17.64,13.0,229.32
366,2024-05-06,Email,51.99,5989,522.0,1,1,1,97.09,13.0,1262.17
367,2024-06-03,Organic,59.52,5154,1808.0,1,1,1,1.64,3.0,4.92
368,2024-09-29,Organic,104.42,0,1475.0,1,1,0,,15.0,
369,2024-04-13,Referral,49.02,4300,430.0,1,0,0,,23.0,
370,2024-10-25,Paid Social,18.35,0,792.0,1,1,0,107.35,21.0,2254.35
371,2024-09-02,Email,157.2,2597,1629.0,1,0,0,38.74,0.0,0.0
372,2024-06-24,Organic,32.48,0,1736.0,0,1,0,65.14,16.0,1042.24
373,2024-02-08,Referral,70.56,9201,532.0,1,1,0,3.5,9.0,31.5
374,2024-06-18,Organic,54.7,4758,1875.0,0,1,1,19.51,21.0,409.71000000000004
375,2024-09-03,Organic,28.29,7644,978.0,1,1,0,18.73,15.0,280.95
376,2024-01-26,Organic,153.89,7818,1746.0,0,0,1,86.96,15.0,1304.3999999999999
377,2024-12-20,Email,142.85,870,1675.0,0,1,1,6.57,7.0,45.99
378,2024-11-01,Referral,60.53,3255,1316.0,1,0,0,6.59,6.0,39.54
379,2024-01-13,Paid Social,82.36,1728,809.0,1,1,1,15.93,5.0,79.65
380,2024-11-11,Paid Search,90.56,486,912.0,0,0,0,2.24,15.0,33.6
381,2024-11-08,Email,29.97,6131,1124.0,1,1,0,8.06,19.0,153.14000000000001
382,2024-02-05,Paid Search,34.23,6539,1525.0,0,1,1,134.34,15.0,2015.1000000000001
383,2024-06-21,Email,81.35,6501,1327.0,1,1,0,22.36,6.0,134.16
384,2024-01-20,Paid Search,27.61,4108,870.0,0,1,1,39.99,8.0,319.92
385,2024-11-16,Paid Search,80.77,2566,539.0,1,1,0,51.8,13.0,673.4
386,2024-09-20,Paid Social,5.55,2382,1023.0,0,1,0,18.29,10.0,182.89999999999998
387,2024-05-21,Paid Search,57.79,1956,1576.0,0,1,0,6.37,13.0,82.81
388,2024-05-22,Referral,103.11,0,1378.0,0,1,0,9.26,6.0,55.56
389,2024-04-01,Paid Social,97.43,2098,1326.0,1,0,0,,0.0,
390,2024-12-19,Organic,180.96,5576,1519.0,0,1,0,40.43,12.0,485.15999999999997
391,2024-11-17,Email,29.9,9528,1681.0,1,1,1,20.32,19.0,386.08
392,2024-10-14,Paid Search,77.76,4769,,0,1,1,0.27,2.0,0.54
393,2024-08-02,Paid Social,158.08,9442,1997.0,1,0,0,29.64,19.0,563.16
394,2024-12-07,Email,102.49,4418,226.0,0,0,1,101.79,3.0,305.37
395,2024-02-20,Paid Social,146.33,7164,1259.0,1,1,1,66.87,10.0,668.7
396,2024-06-01,Organic,27.66,7546,,0,0,1,69.77,1.0,69.77
397,2024-07-04,Email,87.45,1531,,0,1,0,63.4,13.0,824.1999999999999
398,2024-03-03,Paid Social,69.41,5724,1478.0,0,0,0,15.65,11.0,172.15
399,2024-07-08,Paid Search,89.28,7561,1036.0,1,0,1,57.96,16.0,927.36
400,2024-05-04,Organic,41.52,1919,209.0,1,1,0,6.18,11.0,67.97999999999999
401,2024-05-29,Referral,198.43,1230,740.0,0,1,1,42.88,11.0,471.68
402,2024-11-09,Paid Social,135.41,6663,396.0,1,1,0,41.04,0.0,0.0
403,2024-02-27,Paid Social,182.64,2758,1123.0,1,1,0,1.04,,
404,2024-12-07,Email,102.93,3600,30.0,0,0,0,62.04,13.0,806.52
405,2024-10-31,Referral,45.48,8666,897.0,0,1,0,93.42,23.0,2148.66
406,2024-06-28,Organic,128.99,2220,1551.0,1,0,0,12.45,1.0,12.45
407,2024-06-18,Paid Search,,4120,648.0,0,1,1,66.94,11.0,736.3399999999999
408,2024-11-21,Organic,102.83,3359,328.0,0,1,0,3.44,20.0,68.8
409,2024-09-27,Referral,36.73,1923,1189.0,1,0,1,36.65,15.0,549.75
410,2024-02-23,Organic,51.06,1574,1482.0,0,1,1,26.59,3.0,79.77
411,2024-04-10,Paid Social,85.85,2342,1845.0,1,1,0,31.58,7.0,221.06
412,2024-09-20,Referral,217.03,3343,951.0,1,0,1,104.26,1.0,104.26
413,2024-02-22,Email,261.79,7090,1123.0,1,1,1,82.02,,
414,2024-02-29,Paid Search,,5260,620.0,1,0,1,61.5,8.0,492.0
415,2024-04-17,Email,108.74,3234,1878.0,0,0,1,12.79,22.0,281.38
416,2024-01-05,Organic,50.53,2170,1196.0,1,1,1,97.13,14.0,1359.82
417,2024-04-12,Email,24.97,459,1772.0,1,1,0,,12.0,
418,2024-07-14,Organic,126.61,1241,161.0,1,1,0,76.78,22.0,1689.16
419,2024-09-18,Paid Search,93.24,1735,1928.0,1,1,1,15.91,16.0,254.56
420,2024-12-30,Referral,97.67,4100,1751.0,1,1,0,2.21,15.0,33.15
421,2024-12-15,Organic,73.16,0,775.0,1,1,0,44.27,1.0,44.27
422,2024-02-16,Organic,104.55,6683,1286.0,1,0,0,10.52,19.0,199.88
423,2024-12-20,Referral,101.7,7935,1827.0,0,0,1,11.17,19.0,212.23
424,2024-11-06,Referral,149.93,106,273.0,1,0,0,14.61,13.0,189.93
425,2024-11-03,Paid Social,41.07,3367,1026.0,1,0,1,2.63,2.0,5.26
426,2024-05-23,Referral,154.86,6664,1051.0,1,1,0,7.8,22.0,171.6
427,2024-09-25,Paid Social,140.3,9883,325.0,0,0,0,0.21,11.0,2.31
428,2024-05-03,Paid Search,106.22,5028,939.0,1,0,0,23.58,7.0,165.06
429,2024-04-15,Paid Search,85.31,2706,1172.0,1,0,0,3.52,1.0,3.52
430,2024-06-06,Organic,77.39,6006,539.0,1,1,1,45.91,3.0,137.73
431,2024-05-26,Email,77.91,3373,487.0,0,1,1,10.75,13.0,139.75
432,2024-05-24,Paid Social,85.32,7711,821.0,1,1,1,114.99,15.0,1724.85
433,2024-04-29,Paid Search,19.36,1013,1461.0,0,1,0,82.0,18.0,1476.0
434,2024-11-14,Paid Social,,2111,1088.0,1,1,0,13.67,1.0,13.67
435,2024-10-01,Email,173.81,0,355.0,1,1,1,,,
436,2024-04-01,Organic,263.47,5646,1556.0,0,0,1,65.03,,
437,2024-02-27,Paid Social,130.41,1929,1275.0,1,1,0,172.39,5.0,861.9499999999999
438,2024-12-11,Paid Social,49.27,8867,,0,1,0,36.44,12.0,437.28
439,2024-08-16,Paid Social,118.16,6568,226.0,0,1,0,3.42,3.0,10.26
440,2024-04-26,Organic,149.06,1029,1548.0,0,1,1,41.63,21.0,874.23
441,2024-11-13,Email,36.69,3799,1336.0,1,1,0,39.23,17.0,666.91
442,2024-10-05,Email,197.19,9755,48.0,0,1,0,40.68,11.0,447.48
443,2024-05-06,Paid Social,58.91,1154,117.0,1,1,0,14.68,19.0,278.92
444,2024-05-08,Referral,138.97,5844,,0,0,1,78.55,21.0,1649.55
445,2024-02-27,Email,215.92,2000,1673.0,0,1,0,,20.0,
446,2024-05-01,Referral,102.6,0,564.0,0,0,0,9.82,18.0,176.76
447,2024-01-01,Organic,,7080,1067.0,1,1,0,3.69,7.0,25.83
448,2024-08-26,Paid Social,20.41,7169,1838.0,1,1,0,8.65,,
449,2024-10-16,Paid Social,30.38,9691,52.0,1,0,0,68.71,15.0,1030.6499999999999
450,2024-04-05,Paid Search,40.93,3515,1609.0,0,1,1,45.16,18.0,812.8799999999999
451,2024-05-05,Referral,14.74,542,,1,0,1,40.43,5.0,202.15
452,2024-04-27,Email,,6318,1548.0,1,1,1,20.55,19.0,390.45
453,2024-02-17,Email,183.59,4752,1700.0,0,0,1,34.49,20.0,689.8000000000001
454,2024-03-29,Paid Social,51.55,0,,1,1,0,14.72,10.0,147.20000000000002
455,2024-08-24,Organic,323.55,7933,1815.0,1,0,1,25.94,4.0,103.76
456,2024-09-28,,65.65,9470,1793.0,1,1,0,63.01,15.0,945.15
457,2024-07-07,Email,270.47,7697,1872.0,1,0,1,159.04,6.0,954.24
458,2024-07-10,Organic,274.07,4558,867.0,1,1,1,107.82,4.0,431.28
459,2024-03-09,Email,49.16,6691,397.0,1,1,0,,10.0,
460,2024-10-04,Email,149.01,9549,1161.0,1,1,0,20.58,14.0,288.12
461,2024-12-14,Paid Social,178.11,2409,674.0,1,1,0,25.3,2.0,50.6
462,2024-09-03,Paid Social,48.06,6368,1944.0,0,1,0,48.92,4.0,195.68
463,2024-03-16,Paid Search,1.91,1010,386.0,1,0,0,102.14,22.0,2247.08
464,2024-06-02,Organic,146.46,4440,110.0,1,0,1,,20.0,
465,2024-05-23,Paid Search,39.89,4109,613.0,0,0,1,14.51,4.0,58.04
466,2024-03-26,Email,74.9,6728,16.0,1,1,0,6.0,8.0,48.0
467,2024-07-03,Organic,96.2,2269,1803.0,1,1,0,37.87,14.0,530.18
468,2024-10-11,Paid Search,126.38,2272,1205.0,0,0,0,14.63,2.0,29.26
469,2024-08-07,Paid Search,62.74,5768,883.0,0,1,1,15.79,5.0,78.94999999999999
470,2024-03-09,Paid Social,101.39,6413,1559.0,0,1,0,2.94,16.0,47.04
471,2024-02-16,Email,187.12,8415,540.0,0,1,0,17.22,20.0,344.4
472,2024-04-03,Paid Search,10.4,8136,170.0,0,0,0,79.36,7.0,555.52
473,2024-08-25,Paid Search,21.41,6889,408.0,1,0,0,10.61,20.0,212.2
474,2024-07-22,Referral,28.19,885,739.0,0,1,0,47.52,10.0,475.20000000000005
475,2024-08-05,Paid Social,53.7,6239,1401.0,1,1,1,39.73,5.0,198.64999999999998
476,2024-12-06,Organic,143.71,6444,1211.0,0,0,0,79.65,7.0,557.5500000000001
477,2024-02-08,Paid Social,169.38,2516,857.0,1,1,1,5.68,9.0,51.12
478,2024-04-09,Organic,71.37,9088,229.0,1,1,0,151.93,23.0,3494.3900000000003
479,2024-10-15,Organic,71.54,4254,1856.0,1,1,1,34.95,2.0,69.9
480,2024-09-10,Paid Social,209.17,5719,1875.0,0,1,1,215.92,22.0,4750.24
481,2024-08-09,Paid Search,97.33,2036,118.0,1,0,0,97.0,13.0,1261.0
482,2024-12-22,Email,61.21,3907,1179.0,0,0,0,10.02,22.0,220.44
483,2024-01-23,Paid Search,155.99,7251,783.0,0,1,0,2.31,13.0,30.03
484,2024-09-06,Paid Social,144.33,9593,1710.0,1,0,1,11.81,9.0,106.29
485,2024-01-10,Paid Social,111.54,3336,464.0,0,0,0,,11.0,
486,2024-09-02,Organic,51.53,2452,103.0,0,0,1,7.53,5.0,37.65
487,2024-11-20,Referral,34.86,2032,1627.0,0,0,0,7.33,11.0,80.63
488,2024-04-09,Organic,37.98,8656,697.0,1,0,1,24.84,22.0,546.48
489,2024-10-16,,40.01,5016,1995.0,1,0,1,1.35,13.0,17.55
490,2024-06-28,Organic,36.83,5598,1818.0,1,0,1,5.2,1.0,5.2
491,2024-08-10,Paid Search,53.78,1046,1525.0,1,0,0,21.5,,
492,2024-09-06,Organic,82.43,9669,1716.0,0,1,0,2.61,9.0,23.49
493,2024-05-26,,90.07,1539,1705.0,1,1,1,20.22,16.0,323.52
494,2024-04-05,Paid Social,29.57,7830,1722.0,0,1,0,25.7,16.0,411.2
495,2024-09-13,Paid Social,100.32,4957,174.0,1,0,0,24.01,2.0,48.02
496,2024-11-20,Organic,89.1,440,1757.0,1,0,0,81.36,18.0,1464.48
497,2024-01-04,Referral,76.46,482,744.0,0,1,0,30.21,0.0,0.0
498,2024-01-16,Organic,50.11,9848,1697.0,0,1,0,25.24,11.0,277.64
499,2024-10-06,Email,30.24,8591,1444.0,1,1,0,21.15,6.0,126.89999999999999
500,2024-12-01,Organic,125.56,238,1157.0,1,0,0,68.07,3.0,204.20999999999998
